Order ID,Order Date,Sales,Quantity,Category,Cluster
CA-2097,2018-01-02,194.57,4,Office Supplies,0
CA-2098,2018-01-03,781.79,9,Furniture,1
CA-2099,2018-01-04,356.62,3,Furniture,0
CA-2100,2018-01-05,67.26,1,Technology,0
CA-2101,2018-01-06,969.41,5,Office Supplies,2
CA-2102,2018-01-07,884.95,2,Technology,2
CA-2103,2018-01-08,928.47,4,Office Supplies,2
CA-2104,2018-01-09,994.96,2,Technology,2
CA-2105,2018-01-10,182.16,2,Technology,0
CA-2106,2018-01-11,402.28,3,Office Supplies,0
CA-2107,2018-01-12,760.66,5,Office Supplies,2
CA-2108,2018-01-13,699.06,4,Furniture,2
CA-2109,2018-01-14,162.36,2,Furniture,0
CA-2110,2018-01-15,817.67,2,Office Supplies,2
CA-2111,2018-01-16,232.2,6,Furniture,0
CA-2112,2018-01-17,231.58,7,Furniture,1
CA-2113,2018-01-18,541.6,6,Office Supplies,1
CA-2114,2018-01-19,597.01,7,Office Supplies,1
CA-2115,2018-01-20,584.29,1,Office Supplies,2
CA-2116,2018-01-21,100.57,6,Technology,0
CA-2117,2018-01-22,878.69,3,Office Supplies,2
CA-2118,2018-01-23,272.94,1,Office Supplies,0
CA-2119,2018-01-24,138.22,8,Office Supplies,1
CA-2120,2018-01-25,889.86,4,Furniture,2
CA-2121,2018-01-26,956.09,8,Office Supplies,1
CA-2122,2018-01-27,863.51,4,Furniture,2
CA-2123,2018-01-28,811.42,4,Technology,2
CA-2124,2018-01-29,658.69,4,Office Supplies,2
CA-2125,2018-01-30,555.35,6,Office Supplies,1
CA-2126,2018-01-31,96.12,9,Furniture,1
CA-2127,2018-02-01,414.37,5,Technology,0
CA-2128,2018-02-02,378.96,8,Office Supplies,1
CA-2129,2018-02-03,267.16,8,Technology,1
CA-2130,2018-02-04,726.19,4,Technology,2
CA-2131,2018-02-05,500.92,9,Office Supplies,1
CA-2132,2018-02-06,90.24,9,Technology,1
CA-2133,2018-02-07,227.98,5,Technology,0
CA-2134,2018-02-08,686.43,6,Office Supplies,1
CA-2135,2018-02-09,85.37,5,Furniture,0
CA-2136,2018-02-10,852.69,3,Office Supplies,2
CA-2137,2018-02-11,500.2,8,Technology,1
CA-2138,2018-02-12,485.78,9,Office Supplies,1
CA-2139,2018-02-13,596.48,4,Furniture,2
CA-2140,2018-02-14,826.43,9,Technology,1
CA-2141,2018-02-15,354.33,9,Technology,1
CA-2142,2018-02-16,681.24,7,Furniture,1
CA-2143,2018-02-17,570.07,8,Furniture,1
CA-2144,2018-02-18,274.36,3,Technology,0
CA-2145,2018-02-19,879.84,5,Furniture,2
CA-2146,2018-02-20,799.45,3,Office Supplies,2
CA-2147,2018-02-21,661.87,7,Furniture,1
CA-2148,2018-02-22,852.08,6,Office Supplies,2
CA-2149,2018-02-23,868.62,3,Technology,2
CA-2150,2018-02-24,711.28,9,Technology,1
CA-2151,2018-02-25,838.64,1,Technology,2
CA-2152,2018-02-26,700.5,3,Technology,2
CA-2153,2018-02-27,683.34,7,Technology,1
CA-2154,2018-02-28,622.43,3,Furniture,2
CA-2155,2018-03-01,755.19,3,Furniture,2
CA-2156,2018-03-02,167.02,2,Technology,0
CA-2157,2018-03-03,882.06,9,Furniture,1
CA-2158,2018-03-04,873.13,4,Furniture,2
CA-2159,2018-03-05,38.95,6,Technology,0
CA-2160,2018-03-06,827.56,2,Furniture,2
CA-2161,2018-03-07,137.58,9,Technology,1
CA-2162,2018-03-08,341.77,7,Technology,1
CA-2163,2018-03-09,746.07,5,Technology,2
CA-2164,2018-03-10,169.15,7,Technology,1
CA-2165,2018-03-11,819.79,4,Furniture,2
CA-2166,2018-03-12,833.81,7,Furniture,1
CA-2167,2018-03-13,512.39,2,Office Supplies,0
CA-2168,2018-03-14,16.32,7,Office Supplies,0
CA-2169,2018-03-15,294.17,4,Technology,0
CA-2170,2018-03-16,620.76,4,Office Supplies,2
CA-2171,2018-03-17,981.37,1,Furniture,2
CA-2172,2018-03-18,635.5,3,Furniture,2
CA-2173,2018-03-19,267.21,5,Office Supplies,0
CA-2174,2018-03-20,637.67,5,Office Supplies,2
CA-2175,2018-03-21,544.59,2,Furniture,2
CA-2176,2018-03-22,782.05,4,Office Supplies,2
CA-2177,2018-03-23,115.91,1,Furniture,0
CA-2178,2018-03-24,763.42,9,Furniture,1
CA-2179,2018-03-25,545.85,1,Office Supplies,2
CA-2180,2018-03-26,963.36,6,Office Supplies,2
CA-2181,2018-03-27,348.45,7,Technology,1
CA-2182,2018-03-28,636.3,3,Technology,2
CA-2183,2018-03-29,932.71,1,Technology,2
CA-2184,2018-03-30,111.48,7,Technology,1
CA-2185,2018-03-31,937.86,3,Technology,2
CA-2186,2018-04-01,691.01,6,Furniture,1
CA-2187,2018-04-02,77.16,6,Office Supplies,0
CA-2188,2018-04-03,307.95,4,Furniture,0
CA-2189,2018-04-04,711.09,6,Technology,1
CA-2190,2018-04-05,76.68,4,Technology,0
CA-2191,2018-04-06,586.35,8,Office Supplies,1
CA-2192,2018-04-07,352.42,9,Furniture,1
CA-2193,2018-04-08,624.71,2,Technology,2
CA-2194,2018-04-09,55.28,7,Technology,1
CA-2195,2018-04-10,872.82,9,Technology,1
CA-2196,2018-04-11,973.75,9,Technology,1
CA-2197,2018-04-12,969.19,5,Furniture,2
CA-2198,2018-04-13,752.16,1,Furniture,2
CA-2199,2018-04-14,138.79,6,Technology,0
CA-2200,2018-04-15,760.68,8,Furniture,1
CA-2201,2018-04-16,34.34,1,Technology,0
CA-2202,2018-04-17,31.9,2,Office Supplies,0
CA-2203,2018-04-18,330.37,1,Office Supplies,0
CA-2204,2018-04-19,493.76,5,Office Supplies,1
CA-2205,2018-04-20,772.7,2,Furniture,2
CA-2206,2018-04-21,686.46,4,Technology,2
CA-2207,2018-04-22,451.44,1,Office Supplies,0
CA-2208,2018-04-23,280.89,7,Office Supplies,1
CA-2209,2018-04-24,997.15,8,Furniture,1
CA-2210,2018-04-25,431.92,5,Furniture,0
CA-2211,2018-04-26,456.87,2,Office Supplies,0
CA-2212,2018-04-27,171.99,8,Technology,1
CA-2213,2018-04-28,796.86,1,Technology,2
CA-2214,2018-04-29,696.75,7,Technology,1
CA-2215,2018-04-30,228.56,1,Office Supplies,0
CA-2216,2018-05-01,91.56,6,Furniture,0
CA-2217,2018-05-02,683.69,6,Technology,1
CA-2218,2018-05-03,657.97,5,Office Supplies,2
CA-2219,2018-05-04,280.53,2,Office Supplies,0
CA-2220,2018-05-05,951.35,2,Furniture,2
CA-2221,2018-05-06,159.55,9,Technology,1
CA-2222,2018-05-07,438.01,5,Office Supplies,0
CA-2223,2018-05-08,944.18,5,Technology,2
CA-2224,2018-05-09,425.53,7,Technology,1
CA-2225,2018-05-10,642.14,6,Technology,1
CA-2226,2018-05-11,403.62,2,Office Supplies,0
CA-2227,2018-05-12,281.47,1,Technology,0
CA-2228,2018-05-13,984.14,5,Furniture,2
CA-2229,2018-05-14,415.24,4,Office Supplies,0
CA-2230,2018-05-15,895.16,3,Office Supplies,2
CA-2231,2018-05-16,237.66,2,Technology,0
CA-2232,2018-05-17,220.97,2,Technology,0
CA-2233,2018-05-18,40.82,4,Technology,0
CA-2234,2018-05-19,655.15,2,Office Supplies,2
CA-2235,2018-05-20,374.84,4,Furniture,0
CA-2236,2018-05-21,865.71,3,Furniture,2
CA-2237,2018-05-22,478.48,9,Office Supplies,1
CA-2238,2018-05-23,968.51,7,Furniture,2
CA-2239,2018-05-24,193.67,3,Technology,0
CA-2240,2018-05-25,869.94,8,Office Supplies,1
CA-2241,2018-05-26,778.83,9,Furniture,1
CA-2242,2018-05-27,773.21,7,Office Supplies,1
CA-2243,2018-05-28,846.34,6,Furniture,2
CA-2244,2018-05-29,763.41,4,Office Supplies,2
CA-2245,2018-05-30,629.96,5,Furniture,2
CA-2246,2018-05-31,139.93,8,Office Supplies,1
CA-2247,2018-06-01,42.2,3,Office Supplies,0
CA-2248,2018-06-02,921.64,2,Office Supplies,2
CA-2249,2018-06-03,620.48,3,Office Supplies,2
CA-2250,2018-06-04,798.57,7,Office Supplies,1
CA-2251,2018-06-05,486.71,8,Technology,1
CA-2252,2018-06-06,126.14,1,Office Supplies,0
CA-2253,2018-06-07,133.93,7,Office Supplies,1
CA-2254,2018-06-08,688.71,9,Office Supplies,1
CA-2255,2018-06-09,436.0,3,Furniture,0
CA-2256,2018-06-10,208.52,3,Office Supplies,0
CA-2257,2018-06-11,496.68,8,Technology,1
CA-2258,2018-06-12,73.57,4,Office Supplies,0
CA-2259,2018-06-13,586.15,8,Furniture,1
CA-2260,2018-06-14,276.3,5,Furniture,0
CA-2261,2018-06-15,799.58,3,Office Supplies,2
CA-2262,2018-06-16,317.26,4,Office Supplies,0
CA-2263,2018-06-17,460.67,4,Office Supplies,0
CA-2264,2018-06-18,21.5,8,Office Supplies,1
CA-2265,2018-06-19,81.72,6,Furniture,0
CA-2266,2018-06-20,398.57,7,Office Supplies,1
CA-2267,2018-06-21,485.14,9,Furniture,1
CA-2268,2018-06-22,604.02,6,Furniture,1
CA-2269,2018-06-23,298.75,3,Technology,0
CA-2270,2018-06-24,698.03,3,Furniture,2
CA-2271,2018-06-25,861.52,3,Office Supplies,2
CA-2272,2018-06-26,782.05,2,Office Supplies,2
CA-2273,2018-06-27,49.22,1,Office Supplies,0
CA-2274,2018-06-28,485.7,1,Office Supplies,0
CA-2275,2018-06-29,113.88,4,Technology,0
CA-2276,2018-06-30,249.62,3,Technology,0
CA-2277,2018-07-01,986.8,5,Technology,2
CA-2278,2018-07-02,151.07,9,Technology,1
CA-2279,2018-07-03,503.9,8,Furniture,1
CA-2280,2018-07-04,621.97,9,Technology,1
CA-2281,2018-07-05,705.44,5,Furniture,2
CA-2282,2018-07-06,564.05,8,Office Supplies,1
CA-2283,2018-07-07,19.67,4,Furniture,0
CA-2284,2018-07-08,333.2,5,Furniture,0
CA-2285,2018-07-09,522.53,3,Technology,2
CA-2286,2018-07-10,96.99,5,Office Supplies,0
CA-2287,2018-07-11,357.12,3,Office Supplies,0
CA-2288,2018-07-12,42.87,5,Technology,0
CA-2289,2018-07-13,87.79,5,Furniture,0
CA-2290,2018-07-14,402.95,6,Technology,1
CA-2291,2018-07-15,141.39,9,Furniture,1
CA-2292,2018-07-16,571.87,1,Technology,2
CA-2293,2018-07-17,692.57,6,Technology,1
CA-2294,2018-07-18,802.58,1,Office Supplies,2
CA-2295,2018-07-19,208.15,6,Office Supplies,0
CA-2296,2018-07-20,175.81,2,Office Supplies,0
CA-2297,2018-07-21,113.52,8,Technology,1
CA-2298,2018-07-22,640.07,3,Office Supplies,2
CA-2299,2018-07-23,709.41,6,Office Supplies,1
CA-2300,2018-07-24,41.27,6,Technology,0
CA-2301,2018-07-25,936.85,4,Office Supplies,2
CA-2302,2018-07-26,61.45,5,Furniture,0
CA-2303,2018-07-27,545.88,2,Office Supplies,2
CA-2304,2018-07-28,711.97,8,Furniture,1
CA-2305,2018-07-29,872.26,7,Office Supplies,1
CA-2306,2018-07-30,716.95,6,Technology,1
CA-2307,2018-07-31,803.71,7,Technology,1
CA-2308,2018-08-01,346.06,1,Office Supplies,0
CA-2309,2018-08-02,816.68,5,Furniture,2
CA-2310,2018-08-03,89.31,7,Office Supplies,1
CA-2311,2018-08-04,895.87,1,Technology,2
CA-2312,2018-08-05,552.12,2,Office Supplies,2
CA-2313,2018-08-06,819.12,9,Technology,1
CA-2314,2018-08-07,457.8,3,Furniture,0
CA-2315,2018-08-08,647.14,6,Furniture,1
CA-2316,2018-08-09,531.14,7,Technology,1
CA-2317,2018-08-10,734.27,9,Furniture,1
CA-2318,2018-08-11,90.81,5,Technology,0
CA-2319,2018-08-12,69.75,4,Technology,0
CA-2320,2018-08-13,254.63,2,Technology,0
CA-2321,2018-08-14,167.95,3,Office Supplies,0
CA-2322,2018-08-15,873.07,5,Furniture,2
CA-2323,2018-08-16,227.02,2,Office Supplies,0
CA-2324,2018-08-17,976.11,4,Office Supplies,2
CA-2325,2018-08-18,343.53,1,Furniture,0
CA-2326,2018-08-19,190.3,4,Office Supplies,0
CA-2327,2018-08-20,791.8,7,Technology,1
CA-2328,2018-08-21,662.12,3,Office Supplies,2
CA-2329,2018-08-22,503.21,8,Technology,1
CA-2330,2018-08-23,559.81,6,Furniture,1
CA-2331,2018-08-24,722.01,6,Office Supplies,1
CA-2332,2018-08-25,236.17,1,Furniture,0
CA-2333,2018-08-26,996.37,5,Technology,2
CA-2334,2018-08-27,975.05,3,Office Supplies,2
CA-2335,2018-08-28,653.82,1,Technology,2
CA-2336,2018-08-29,207.55,8,Technology,1
CA-2337,2018-08-30,683.43,7,Technology,1
CA-2338,2018-08-31,81.48,7,Furniture,1
CA-2339,2018-09-01,40.35,4,Furniture,0
CA-2340,2018-09-02,265.11,6,Furniture,1
CA-2341,2018-09-03,468.0,9,Office Supplies,1
CA-2342,2018-09-04,869.59,3,Technology,2
CA-2343,2018-09-05,729.9,9,Furniture,1
CA-2344,2018-09-06,745.28,4,Technology,2
CA-2345,2018-09-07,431.24,5,Furniture,0
CA-2346,2018-09-08,352.48,7,Technology,1
CA-2347,2018-09-09,377.33,6,Furniture,1
CA-2348,2018-09-10,987.77,8,Furniture,1
CA-2349,2018-09-11,49.71,8,Furniture,1
CA-2350,2018-09-12,868.36,8,Furniture,1
CA-2351,2018-09-13,582.89,3,Technology,2
CA-2352,2018-09-14,444.23,6,Furniture,1
CA-2353,2018-09-15,728.01,7,Furniture,1
CA-2354,2018-09-16,491.8,9,Furniture,1
CA-2355,2018-09-17,874.69,4,Technology,2
CA-2356,2018-09-18,901.69,5,Furniture,2
CA-2357,2018-09-19,427.5,8,Technology,1
CA-2358,2018-09-20,284.06,1,Office Supplies,0
CA-2359,2018-09-21,596.43,6,Technology,1
CA-2360,2018-09-22,913.24,4,Office Supplies,2
CA-2361,2018-09-23,218.56,5,Furniture,0
CA-2362,2018-09-24,626.74,5,Furniture,2
CA-2363,2018-09-25,635.24,2,Technology,2
CA-2364,2018-09-26,735.78,8,Furniture,1
CA-2365,2018-09-27,140.25,2,Furniture,0
CA-2366,2018-09-28,718.67,4,Technology,2
CA-2367,2018-09-29,909.94,5,Furniture,2
CA-2368,2018-09-30,187.89,1,Office Supplies,0
CA-2369,2018-10-01,245.17,6,Office Supplies,1
CA-2370,2018-10-02,971.68,2,Furniture,2
CA-2371,2018-10-03,189.17,5,Furniture,0
CA-2372,2018-10-04,855.84,6,Office Supplies,2
CA-2373,2018-10-05,497.36,8,Furniture,1
CA-2374,2018-10-06,254.76,9,Office Supplies,1
CA-2375,2018-10-07,872.04,6,Technology,2
CA-2376,2018-10-08,450.85,5,Office Supplies,0
CA-2377,2018-10-09,519.67,4,Furniture,2
CA-2378,2018-10-10,365.64,2,Furniture,0
CA-2379,2018-10-11,597.02,2,Office Supplies,2
CA-2380,2018-10-12,171.89,7,Office Supplies,1
CA-2381,2018-10-13,397.17,5,Furniture,0
CA-2382,2018-10-14,969.72,7,Furniture,2
CA-2383,2018-10-15,265.55,1,Furniture,0
CA-2384,2018-10-16,660.17,1,Technology,2
CA-2385,2018-10-17,331.94,5,Technology,0
CA-2386,2018-10-18,775.74,2,Office Supplies,2
CA-2387,2018-10-19,139.56,8,Office Supplies,1
CA-2388,2018-10-20,970.12,3,Technology,2
CA-2389,2018-10-21,459.25,1,Technology,0
CA-2390,2018-10-22,243.69,2,Office Supplies,0
CA-2391,2018-10-23,82.76,7,Technology,1
CA-2392,2018-10-24,178.06,6,Office Supplies,0
CA-2393,2018-10-25,524.58,8,Furniture,1
CA-2394,2018-10-26,343.63,7,Office Supplies,1
CA-2395,2018-10-27,830.59,8,Technology,1
CA-2396,2018-10-28,436.58,3,Technology,0
CA-2397,2018-10-29,256.23,6,Technology,1
CA-2398,2018-10-30,620.97,7,Office Supplies,1
CA-2399,2018-10-31,709.71,1,Technology,2
CA-2400,2018-11-01,175.37,1,Office Supplies,0
CA-2401,2018-11-02,175.94,7,Furniture,1
CA-2402,2018-11-03,46.3,3,Furniture,0
CA-2403,2018-11-04,739.04,3,Technology,2
CA-2404,2018-11-05,667.17,5,Office Supplies,2
CA-2405,2018-11-06,479.88,6,Office Supplies,1
CA-2406,2018-11-07,845.73,2,Technology,2
CA-2407,2018-11-08,807.61,3,Office Supplies,2
CA-2408,2018-11-09,589.5,6,Technology,1
CA-2409,2018-11-10,869.59,3,Technology,2
CA-2410,2018-11-11,213.78,5,Furniture,0
CA-2411,2018-11-12,120.8,9,Technology,1
CA-2412,2018-11-13,277.05,3,Office Supplies,0
CA-2413,2018-11-14,66.52,6,Technology,0
CA-2414,2018-11-15,535.86,5,Furniture,2
CA-2415,2018-11-16,937.24,5,Furniture,2
CA-2416,2018-11-17,48.95,6,Office Supplies,0
CA-2417,2018-11-18,130.89,6,Technology,0
CA-2418,2018-11-19,457.68,1,Office Supplies,0
CA-2419,2018-11-20,934.54,9,Office Supplies,1
CA-2420,2018-11-21,322.99,5,Technology,0
CA-2421,2018-11-22,512.16,1,Furniture,0
CA-2422,2018-11-23,51.16,8,Office Supplies,1
CA-2423,2018-11-24,156.86,7,Office Supplies,1
CA-2424,2018-11-25,986.76,7,Furniture,2
CA-2425,2018-11-26,965.47,5,Technology,2
CA-2426,2018-11-27,14.89,1,Technology,0
CA-2427,2018-11-28,952.29,9,Technology,1
CA-2428,2018-11-29,642.73,9,Furniture,1
CA-2429,2018-11-30,869.24,8,Office Supplies,1
CA-2430,2018-12-01,460.19,5,Furniture,1
CA-2431,2018-12-02,520.44,3,Office Supplies,2
CA-2432,2018-12-03,493.96,8,Office Supplies,1
CA-2433,2018-12-04,670.2,1,Technology,2
CA-2434,2018-12-05,148.25,3,Technology,0
CA-2435,2018-12-06,39.67,7,Technology,1
CA-2436,2018-12-07,314.85,4,Furniture,0
CA-2437,2018-12-08,707.63,7,Technology,1
CA-2438,2018-12-09,209.83,5,Furniture,0
CA-2439,2018-12-10,676.7,6,Technology,1
CA-2440,2018-12-11,970.21,7,Technology,2
CA-2441,2018-12-12,102.96,7,Technology,1
CA-2442,2018-12-13,675.88,7,Furniture,1
CA-2443,2018-12-14,449.31,7,Office Supplies,1
CA-2444,2018-12-15,869.46,7,Furniture,1
CA-2445,2018-12-16,185.38,3,Furniture,0
CA-2446,2018-12-17,695.7,3,Furniture,2
CA-2447,2018-12-18,839.73,7,Office Supplies,1
CA-2448,2018-12-19,945.17,2,Furniture,2
CA-2449,2018-12-20,686.42,2,Technology,2
CA-2450,2018-12-21,502.2,3,Office Supplies,0
CA-2451,2018-12-22,621.67,4,Furniture,2
CA-2452,2018-12-23,870.22,6,Furniture,2
CA-2453,2018-12-24,574.9,8,Office Supplies,1
CA-2454,2018-12-25,40.08,7,Furniture,1
CA-2455,2018-12-26,931.64,4,Office Supplies,2
CA-2456,2018-12-27,692.63,2,Technology,2
CA-2457,2018-12-28,679.75,2,Furniture,2
CA-2458,2018-12-29,223.52,4,Furniture,0
CA-2459,2018-12-30,662.3,6,Technology,1
CA-2460,2018-12-31,399.93,3,Furniture,0
CA-2461,2019-01-01,654.72,6,Furniture,1
CA-2462,2019-01-02,115.53,5,Office Supplies,0
CA-2463,2019-01-03,661.27,5,Furniture,2
CA-2464,2019-01-04,999.42,2,Technology,2
CA-2465,2019-01-05,57.73,8,Furniture,1
CA-2466,2019-01-06,977.4,5,Office Supplies,2
CA-2467,2019-01-07,412.84,2,Technology,0
CA-2468,2019-01-08,872.05,7,Technology,1
CA-2469,2019-01-09,784.56,9,Technology,1
CA-2470,2019-01-10,571.35,9,Technology,1
CA-2471,2019-01-11,741.06,1,Office Supplies,2
CA-2472,2019-01-12,879.73,7,Office Supplies,1
CA-2473,2019-01-13,410.1,9,Office Supplies,1
CA-2474,2019-01-14,333.76,6,Office Supplies,1
CA-2475,2019-01-15,670.92,1,Furniture,2
CA-2476,2019-01-16,809.77,2,Office Supplies,2
CA-2477,2019-01-17,764.66,4,Furniture,2
CA-2478,2019-01-18,799.84,4,Technology,2
CA-2479,2019-01-19,441.23,2,Furniture,0
CA-2480,2019-01-20,819.66,8,Furniture,1
CA-2481,2019-01-21,129.01,2,Furniture,0
CA-2482,2019-01-22,549.04,3,Office Supplies,2
CA-2483,2019-01-23,15.7,4,Office Supplies,0
CA-2484,2019-01-24,331.34,9,Technology,1
CA-2485,2019-01-25,372.8,1,Office Supplies,0
CA-2486,2019-01-26,402.21,8,Furniture,1
CA-2487,2019-01-27,698.51,5,Office Supplies,2
CA-2488,2019-01-28,394.67,7,Office Supplies,1
CA-2489,2019-01-29,454.21,8,Furniture,1
CA-2490,2019-01-30,245.17,5,Technology,0
CA-2491,2019-01-31,379.52,8,Office Supplies,1
CA-2492,2019-02-01,235.0,8,Technology,1
CA-2493,2019-02-02,82.46,9,Furniture,1
CA-2494,2019-02-03,607.41,2,Office Supplies,2
CA-2495,2019-02-04,671.53,3,Technology,2
CA-2496,2019-02-05,623.3,1,Technology,2
CA-2497,2019-02-06,468.86,4,Furniture,0
CA-2498,2019-02-07,385.99,5,Office Supplies,0
CA-2499,2019-02-08,864.7,1,Technology,2
CA-2500,2019-02-09,523.89,8,Technology,1
CA-2501,2019-02-10,484.39,2,Technology,0
CA-2502,2019-02-11,35.39,1,Technology,0
CA-2503,2019-02-12,347.84,2,Technology,0
CA-2504,2019-02-13,386.39,5,Technology,0
CA-2505,2019-02-14,404.83,9,Technology,1
CA-2506,2019-02-15,584.37,9,Technology,1
CA-2507,2019-02-16,538.27,2,Technology,2
CA-2508,2019-02-17,611.83,2,Technology,2
CA-2509,2019-02-18,767.23,3,Office Supplies,2
CA-2510,2019-02-19,814.86,7,Furniture,1
CA-2511,2019-02-20,720.94,3,Furniture,2
CA-2512,2019-02-21,955.97,1,Furniture,2
CA-2513,2019-02-22,28.05,6,Technology,0
CA-2514,2019-02-23,203.82,3,Furniture,0
CA-2515,2019-02-24,17.49,1,Technology,0
CA-2516,2019-02-25,651.0,4,Office Supplies,2
CA-2517,2019-02-26,899.05,1,Furniture,2
CA-2518,2019-02-27,251.05,1,Office Supplies,0
CA-2519,2019-02-28,927.76,2,Office Supplies,2
CA-2520,2019-03-01,69.66,8,Technology,1
CA-2521,2019-03-02,935.09,2,Furniture,2
CA-2522,2019-03-03,358.11,2,Office Supplies,0
CA-2523,2019-03-04,110.41,8,Furniture,1
CA-2524,2019-03-05,491.01,6,Office Supplies,1
CA-2525,2019-03-06,264.21,4,Office Supplies,0
CA-2526,2019-03-07,292.02,3,Technology,0
CA-2527,2019-03-08,314.22,1,Furniture,0
CA-2528,2019-03-09,805.0,3,Technology,2
CA-2529,2019-03-10,543.77,9,Technology,1
CA-2530,2019-03-11,318.19,5,Technology,0
CA-2531,2019-03-12,614.23,6,Technology,1
CA-2532,2019-03-13,718.99,5,Technology,2
CA-2533,2019-03-14,279.9,1,Office Supplies,0
CA-2534,2019-03-15,419.41,1,Furniture,0
CA-2535,2019-03-16,130.67,4,Furniture,0
CA-2536,2019-03-17,189.34,3,Technology,0
CA-2537,2019-03-18,684.31,8,Furniture,1
CA-2538,2019-03-19,189.62,7,Office Supplies,1
CA-2539,2019-03-20,529.91,7,Technology,1
CA-2540,2019-03-21,711.96,8,Office Supplies,1
CA-2541,2019-03-22,115.81,7,Office Supplies,1
CA-2542,2019-03-23,571.64,2,Technology,2
CA-2543,2019-03-24,264.0,4,Office Supplies,0
CA-2544,2019-03-25,963.3,6,Technology,2
CA-2545,2019-03-26,488.71,3,Office Supplies,0
CA-2546,2019-03-27,807.93,3,Furniture,2
CA-2547,2019-03-28,554.72,6,Furniture,1
CA-2548,2019-03-29,52.98,1,Furniture,0
CA-2549,2019-03-30,636.82,1,Technology,2
CA-2550,2019-03-31,951.89,5,Office Supplies,2
CA-2551,2019-04-01,605.6,1,Office Supplies,2
CA-2552,2019-04-02,821.0,8,Furniture,1
CA-2553,2019-04-03,885.36,2,Furniture,2
CA-2554,2019-04-04,235.8,6,Technology,0
CA-2555,2019-04-05,219.92,5,Technology,0
CA-2556,2019-04-06,614.87,4,Office Supplies,2
CA-2557,2019-04-07,416.92,1,Technology,0
CA-2558,2019-04-08,841.46,3,Technology,2
CA-2559,2019-04-09,901.02,4,Technology,2
CA-2560,2019-04-10,359.89,2,Furniture,0
CA-2561,2019-04-11,244.5,2,Furniture,0
CA-2562,2019-04-12,782.72,2,Office Supplies,2
CA-2563,2019-04-13,282.06,1,Technology,0
CA-2564,2019-04-14,824.39,2,Furniture,2
CA-2565,2019-04-15,429.5,6,Technology,1
CA-2566,2019-04-16,670.87,3,Office Supplies,2
CA-2567,2019-04-17,104.58,5,Technology,0
CA-2568,2019-04-18,627.62,1,Office Supplies,2
CA-2569,2019-04-19,457.25,8,Office Supplies,1
CA-2570,2019-04-20,590.74,4,Furniture,2
CA-2571,2019-04-21,176.33,9,Technology,1
CA-2572,2019-04-22,739.51,4,Furniture,2
CA-2573,2019-04-23,864.17,2,Technology,2
CA-2574,2019-04-24,224.57,3,Technology,0
CA-2575,2019-04-25,104.76,5,Office Supplies,0
CA-2576,2019-04-26,33.4,6,Office Supplies,0
CA-2577,2019-04-27,645.55,7,Technology,1
CA-2578,2019-04-28,611.02,4,Furniture,2
CA-2579,2019-04-29,551.23,7,Office Supplies,1
CA-2580,2019-04-30,239.63,3,Office Supplies,0
CA-2581,2019-05-01,397.0,7,Technology,1
CA-2582,2019-05-02,598.53,4,Technology,2
CA-2583,2019-05-03,501.8,8,Office Supplies,1
CA-2584,2019-05-04,987.91,9,Furniture,1
CA-2585,2019-05-05,145.08,7,Office Supplies,1
CA-2586,2019-05-06,698.19,8,Technology,1
CA-2587,2019-05-07,410.28,8,Office Supplies,1
CA-2588,2019-05-08,433.92,2,Technology,0
CA-2589,2019-05-09,720.42,9,Office Supplies,1
CA-2590,2019-05-10,695.51,6,Technology,1
CA-2591,2019-05-11,991.34,4,Technology,2
CA-2592,2019-05-12,137.11,5,Furniture,0
CA-2593,2019-05-13,113.07,5,Technology,0
CA-2594,2019-05-14,727.1,7,Office Supplies,1
CA-2595,2019-05-15,582.6,9,Technology,1
CA-2596,2019-05-16,281.42,7,Office Supplies,1
CA-2597,2019-05-17,88.63,9,Furniture,1
CA-2598,2019-05-18,94.8,4,Office Supplies,0
CA-2599,2019-05-19,895.25,4,Furniture,2
CA-2600,2019-05-20,199.95,6,Furniture,0
CA-2601,2019-05-21,330.14,8,Technology,1
CA-2602,2019-05-22,234.39,9,Furniture,1
CA-2603,2019-05-23,361.45,1,Office Supplies,0
CA-2604,2019-05-24,78.73,1,Furniture,0
CA-2605,2019-05-25,523.87,8,Furniture,1
CA-2606,2019-05-26,76.94,7,Technology,1
CA-2607,2019-05-27,802.35,9,Office Supplies,1
CA-2608,2019-05-28,241.37,3,Furniture,0
CA-2609,2019-05-29,544.61,5,Technology,2
CA-2610,2019-05-30,881.28,3,Technology,2
CA-2611,2019-05-31,654.37,5,Office Supplies,2
CA-2612,2019-06-01,537.63,1,Technology,2
CA-2613,2019-06-02,331.09,4,Furniture,0
CA-2614,2019-06-03,339.67,6,Technology,1
CA-2615,2019-06-04,672.79,2,Office Supplies,2
CA-2616,2019-06-05,994.2,7,Office Supplies,2
CA-2617,2019-06-06,665.22,8,Technology,1
CA-2618,2019-06-07,562.21,1,Furniture,2
CA-2619,2019-06-08,733.34,4,Technology,2
CA-2620,2019-06-09,470.55,4,Office Supplies,0
CA-2621,2019-06-10,69.54,5,Technology,0
CA-2622,2019-06-11,566.67,4,Technology,2
CA-2623,2019-06-12,958.05,9,Furniture,1
CA-2624,2019-06-13,183.55,7,Technology,1
CA-2625,2019-06-14,693.1,2,Furniture,2
CA-2626,2019-06-15,208.92,1,Technology,0
CA-2627,2019-06-16,540.47,9,Technology,1
